codigo_iccs,delito_iccs,glosa_iccs,glosa_match,nivel_1,nivel_2,nivel_3,nivel_4,seccion,descripcion,inclusiones,exclusiones,notas
2051,Extorsion o chantaje,Extorsión o chantaje,True,2,205,2051,,Actos que causan danos o que tienen la intencion de causar danos a las personas,Exigir un curso de acción determinado mediante amenaza escrita o verbal.,"Extorsión de personas, empresas o instituciones",Aplicar todas las exclusiones enumeradas en 0205,"69 Un curso de acción determinado incluye, como mínimo, la entrega de bienes o dinero, o la prestación de servicios o beneficios. La amenaza escrita o verbal se refiere, como mínimo, a la amenaza de revelar información, amenaza de difamación, amenaza de uso de la fuerza, amenaza de lesiones corporales, o amenaza de enjuiciamiento penal."
2059,Otros actos de coaccion,Otros actos de coacción,True,2,205,2059,,Actos que causan danos o que tienen la intencion de causar danos a las personas,"Actos de coacción no descritos ni clasificados en 02051. - Coacción, tal como se define en 0205.",,Aplicar todas las exclusiones enumeradas en 0205,
206,Negligencia,Negligencia,True,2,206,,,Actos que causan danos o que tienen la intencion de causar danos a las personas,"Lesiones corporales o posibilidad de infligir lesiones corporales debido al comportamiento negligente, imprudente o descuidado de una persona. - Negligencia, tal como se define en la nota 48. - Actuación temeraria, tal como se define en la nota 54.",Aplicar todas las inclusiones enumeradas en 02061 a 02069,Homicidio provocado por negligencia (01032); infligir lesiones corporales o provocarlas como resultado de un acto peligroso (0207),"48 La negligencia se refiere al hecho de no ejercer el cuidado que tendría hacia el prójimo una persona razonable o prudente en determinadas circunstancias, o proceder de una manera en que una persona razonable no procedería. 54 La actuación imprudente se refiere, como mínimo, a la actuación sin pensar ni tener en cuenta las consecuencias de una acción."
2061,Negligencia en situaciones de personas bajo cuidado,Negligencia en situaciones de personas bajo cuidado,True,2,206,2061,,Actos que causan danos o que tienen la intencion de causar danos a las personas,"Lesiones corporales o posibilidad de infligir lesiones corporales debido a la negligencia de una persona que tiene la obligación legal de darle atención a otra persona o que es responsable de su cuidado. - Negligencia, tal como se define en la nota 48.",Aplicar todas las inclusiones enumeradas en 020611 a 020619,Aplicar todas las exclusiones enumeradas en 0206,"48 La negligencia se refiere al hecho de no ejercer el cuidado que tendría hacia el prójimo una persona razonable o prudente en determinadas circunstancias. 70 La obligación de cuidado se refiere, como mínimo, al requisito de que una persona actúe respecto del prójimo y el público con el cuidado, la atención, la cautela y la prudencia que ejercería una persona razonable en las mismas circunstancias."
20611,Negligencia en situaciones de menores bajo cuidado,Negligencia en situaciones de menores bajo cuidado,True,2,206,2061,20611,Actos que causan danos o que tienen la intencion de causar danos a las personas,"Lesiones corporales o posibilidad de infligir lesiones corporales a un menor debido a la negligencia de una persona que tiene la obligación legal o que es responsable de atenderlo o cuidarlo. - Negligencia, tal como se define en la nota 48. - Obligación de cuidado, tal como se define en la nota 70. - Menor, tal como se define en la legislación nacional.",Desatención de un menor bajo cuidado; desatención de niños; abandono de niños,Aplicar todas las exclusiones enumeradas en 02061,"48 La negligencia se refiere al hecho de no ejercer el cuidado que tendría hacia el prójimo una persona razonable o prudente en determinadas circunstancias. 70 La obligación de cuidado se refiere, como mínimo, al requisito de que una persona actúe respecto del prójimo y el público con el cuidado, la atención, la cautela y la prudencia que ejercería una persona razonable en las mismas circunstancias."
20612,Negligencia en situaciones de otras personas dependientes bajo cuidado,Negligencia en situaciones de otras personas dependientes bajo cuidado,True,2,206,2061,20612,Actos que causan danos o que tienen la intencion de causar danos a las personas,"Lesiones corporales o posibilidad de infligir lesiones corporales a un adulto dependiente debido a la negligencia de una persona que tiene la obligación legal o que es responsable de atenderlo o cuidarlo. - Negligencia, tal como se define en la nota 48. - Obligación de cuidado, tal como se define en la nota 70.",Desatención de una persona de edad avanzada; desatención de un adulto bajo cuidado; desatención de una persona de edad avanzada bajo cuidado; abandono de una persona de edad avanzada que requiere atención,Aplicar todas las exclusiones enumeradas en 02061,"48 La negligencia se refiere al hecho de no ejercer el cuidado que tendría hacia el prójimo una persona razonable o prudente en determinadas circunstancias. 70 La obligación de cuidado se refiere, como mínimo, al requisito de que una persona actúe respecto del prójimo y el público con el cuidado, la atención, la cautela y la prudencia que ejercería una persona razonable en las mismas circunstancias. 71 Una persona dependiente es, como mínimo, una persona que depende de una o más personas para recibir atención y apoyo y que se vería en peligro si se le retiraran esa atención y apoyo."
20619,Otras formas de negligencia en situaciones de personas bajo cuidado,Otras formas de negligencia en situaciones de personas bajo cuidado,True,2,206,2061,20619,Actos que causan danos o que tienen la intencion de causar danos a las personas,"Lesiones corporales o posibilidad de infligir lesiones corporales debido a la negligencia de una persona que tiene la obligación legal de darle atención a otra persona o que es responsable de su cuidado, no descritas ni clasificados en las categorías 020611 a 020612. - Negligencia, tal como se define en la nota 48. - Obligación de cuidado, tal como se define en la nota 70.",Negligencia relacionada con la familia; violación de las obligaciones relacionadas con la familia; desatención de las necesidades de sirvientes o aprendices,Negligencia relacionada con el debido cuidado de las mascotas (10091); aplicar todas las exclusiones enumeradas en 02061,"48 La negligencia se refiere al hecho de no ejercer el cuidado que tendría hacia el prójimo una persona razonable o prudente en determinadas circunstancias. 70 La obligación de cuidado se refiere, como mínimo, al requisito de que una persona actúe respecto del prójimo y el público con el cuidado, la atención, la cautela y la prudencia que ejercería una persona razonable en las mismas circunstancias."
2062,Negligencia profesional,Negligencia profesional,True,2,206,2062,,Actos que causan danos o que tienen la intencion de causar danos a las personas,Lesiones corporales o posibilidad de infligir lesiones corporales causadas por una persona que descuida el desempeño de las obligaciones profesionales que una persona razonable desempeñaría en su profesión.,"Negligencia médica en las recetas; negligencia grave en la realización de procedimientos médicos; mala praxis; actos negligentes graves en el desempeño de obligaciones profesionales; negligencia criminal de pilotos, capitanes de barcos y otros operadores profesionales de vehículos",Negligencia profesional que cause la muerte (010322); aplicar todas las exclusiones enumeradas en 0206,
2063,Negligencia relacionada con la conduccion de un vehiculo,Negligencia relacionada con la conducción de un vehículo,True,2,206,2063,,Actos que causan danos o que tienen la intencion de causar danos a las personas,"Lesiones corporales o posibilidad de infligir lesiones corporales debido a un comportamiento negligente, imprudente o descuidado mientras se tiene el control de un vehículo. - Negligencia, tal como se define en la nota 48. - Actuación temeraria, tal como se define en la nota 54. - Vehículo, tal como se define en la nota 49.",Conducción o utilización de un vehículo de forma negligente; envío de mensajes de texto mientras se conduce; negligencia relacionada con la obligación de proceder con cuidado al utilizar un vehículo de motor; atropello con fuga que cause lesiones corporales,"Negligencia criminal de pilotos, capitanes de barcos y otros operadores profesionales de vehículos (02062); utilización de un vehículo bajo los efectos de sustancias psicoactivas (02072); causar la muerte de una persona por conducir de forma negligente (010321); aplicar todas las exclusiones enumeradas en 0206","48 La negligencia se refiere al hecho de no ejercer el cuidado que tendría hacia el prójimo una persona razonable o prudente en determinadas circunstancias. 49 Un vehículo es, como mínimo, un dispositivo o estructura para el transporte de personas u objetos... 54 La actuación imprudente se refiere, como mínimo, a la actuación sin pensar ni tener en cuenta las consecuencias de una acción."
2069,Otros actos de negligencia,Otros actos de negligencia,True,2,206,2069,,Actos que causan danos o que tienen la intencion de causar danos a las personas,"Lesiones corporales o posibilidad de infligir lesiones corporales debido a un comportamiento negligente, imprudente o descuidado no descrito ni clasificado en las categorías 02061 a 02063. - Negligencia, tal como se define en la nota 48. - Actuación temeraria, tal como se define en la nota 54.",Omisión del deber de socorrer a un herido; infracciones de negligencia peatonal,Aplicar todas las exclusiones enumeradas en 0206,"48 La negligencia se refiere al hecho de no ejercer el cuidado que tendría hacia el prójimo una persona razonable o prudente en determinadas circunstancias. 54 La actuación imprudente se refiere, como mínimo, a la actuación sin pensar ni tener en cuenta las consecuencias de una acción."
207,Actos peligrosos,Actos peligrosos,True,2,207,,,Actos que causan danos o que tienen la intencion de causar danos a las personas,Lesiones corporales o posibilidad de infligir lesiones corporales provocadas por un comportamiento o un acto peligroso de una persona a sabiendas de que el acto puede causar daño.,Aplicar todas las inclusiones enumeradas en 02071 a 02079,Actos o comportamientos peligrosos que causen la muerte (01); lesiones corporales provocadas por un acto negligente (0206),"72 Un acto peligroso es, como mínimo, un acto o comportamiento que puede causar o es probable que cause lesiones o daños."
