cnp_codigo,cnp_glosa,cnp_descripcion,cnp_familia,iccs_elegido,iccs_glosa_elegida,confianza,justificacion,exclusiones_aplicadas
301,Falsificación de moneda y otros,"Fabricación de monedas ya sean de curso legal o no, sin la debida autorización.","CONTRA LA FE PÚBLICA, DE LAS FALSIFICACIONES, DEL FALSO TESTIMONIO Y DEL PERJURIO",70211,Falsificación de medios de pago en efectivo,alta,"El delito CNP se refiere a la fabricación de monedas, ya sean de curso legal o no, sin autorización. El código ICCS 70211 se enfoca en la falsificación de medios de pago en efectivo, que incluye la creación o alteración fraudulenta de billetes y monedas, lo cual coincide directamente con la descripción del delito CNP. Además, las exclusiones de 70211 no descartan el delito CNP, ya que se refiere específicamente a monedas y billetes, no a otros medios de pago.",
302,Falsificación o uso malicioso de documentos públicos,Alteración de la autenticidad o veracidad de un documento público o hacer uso malicioso de él. No contempla falsificación de certificado artículos 203-205.,"CONTRA LA FE PÚBLICA, DE LAS FALSIFICACIONES, DEL FALSO TESTIMONIO Y DEL PERJURIO",7023,Actos de falsificación de documentos,alta,"El delito CNP se refiere a la falsificación o uso malicioso de documentos públicos, lo cual se alinea directamente con la glosa de 7023 que abarca la falsificación de documentos. Las inclusiones de 7023 también abarcan el uso malicioso de documentos falsificados, lo que coincide con la descripción del delito CNP. No se aplican exclusiones que descarten este código.",
303,Falsificación o uso malicioso de documentos privados,"Alteración de la autenticidad o veracidad de un documento privado, o hacer uso malicioso de él.","CONTRA LA FE PÚBLICA, DE LAS FALSIFICACIONES, DEL FALSO TESTIMONIO Y DEL PERJURIO",7023,Actos de falsificación de documentos,alta,"El delito CNP se refiere a la falsificación o uso malicioso de documentos privados, lo cual se alinea con la definición de 'Actos de falsificación de documentos' en el ICCS 7023. Las inclusiones de este código abarcan la alteración o falsificación de documentos privados, lo que coincide con el delito nacional. No se aplican exclusiones que descarten este código.",
304,Falsificación o uso de pasaportes o permisos para porte de armas,"Empleado público que expidiere un pasaporte o permiso para porte de armas falso, bajo nombre supuesto, en blanco o mudare el nombre de la persona a la cual se otorgó. El que hiciere un pasaporte o porte de armas falso o al que en uno verdadero mudare el nombre de la persona a cuyo favor de halle expedido, de la autoridad que lo expidió o que altere en él alguna circunstancia esencial. El que hiciere uso del pasaporte o porte de armas falso.","CONTRA LA FE PÚBLICA, DE LAS FALSIFICACIONES, DEL FALSO TESTIMONIO Y DEL PERJURIO",7023,Actos de falsificación de documentos,alta,"El delito CNP se refiere a la falsificación o uso de pasaportes o permisos para porte de armas, lo cual se alinea directamente con la glosa de 7023: 'Actos de falsificación de documentos', que incluye la falsificación de pasaportes. Las exclusiones de 7023 no aplican al delito CNP, ya que no se trata de documentos de identidad alterados o falsificados para entrar ilegalmente en un Estado, ni de violaciones del derecho de autor.",
305,Falsificación de portes de armas,,"CONTRA LA FE PÚBLICA, DE LAS FALSIFICACIONES, DEL FALSO TESTIMONIO Y DEL PERJURIO",702,Falsificación,alta,"El delito CNP se refiere a la falsificación de portes de armas, lo cual se alinea con la definición de falsificación en el ICCS 702, que abarca la creación, fabricación, venta, traslado o posesión de una imitación no autorizada de productos. No se aplican exclusiones que descarten este delito, ya que no se menciona la creación de identidad falsa, visados falsificados o propiedad intelectual, que son exclusiones del ICCS 702.",
306,"Falso testimonio, perjurio o denuncia calumniosa","ART. 206: El testigo, perito o intérprete que ante un tribunal faltare a la verdad en su declaración, informe o traducción en proceso civil, penal o por falta. ART. 209: El falso testimonio. El que declara algo distinto a lo que ha percibido, en un proceso criminal o civil. ART. 210: El que ante la autoridad o sus agentes perjurare o diere falso testimonio en materia que no sea contenciosa. ART. 211: El que maliciosamente presentare una denuncia por la cual se impute falsamente a otra persona un hecho determinado constitutivo de delito, infracción administrativa o infracción disciplinaria. Se entenderá también que denuncia el que presenta querella o formula acusación particular en un proceso penal.","CONTRA LA FE PÚBLICA, DE LAS FALSIFICACIONES, DEL FALSO TESTIMONIO Y DEL PERJURIO",8061,Obstrucción de la justicia,alta,"El delito CNP se relaciona con el rendimiento de testimonio falso o perjurio, lo cual se alinea con la definición de 'Obstrucción de la justicia' en el ICCS 8061, que incluye el rendir testimonio falso o perjurio. Esta categoría es la más precisa al abordar el móvil del delito, que es la falsedad intencional en el testimonio.",
307,"Presentación de peritos, testigos o intérpretes que faltaren a la verdad o documentos falsos",Presentar en un juicio civil o criminal testigos o documentos falsos.,"CONTRA LA FE PÚBLICA, DE LAS FALSIFICACIONES, DEL FALSO TESTIMONIO Y DEL PERJURIO",8061,Obstrucción de la justicia,alta,"El delito CNP se refiere a la presentación de testigos o documentos falsos en un juicio, lo cual se alinea con la descripción de 'Obstrucción de la justicia' en el ICCS 8061, que incluye la falsedad de testimonios. Las exclusiones de 7023 y 702 no aplican ya que no se refieren a la falsedad de testimonios, sino a documentos falsificados. La sección ICCS de 8061 (Actos contra el orden público, la autoridad y las disposiciones del Estado) es compatible con el marco del delito CNP.",
308,Ejercicio ilegal de la profesión,"Simular autoridad, ser funcionario público o tener una profesión que por Ley requiera de un título o cumplir con ciertos requisitos y ejercer actos propios de dichos cargos o profesiones.","CONTRA LA FE PÚBLICA, DE LAS FALSIFICACIONES, DEL FALSO TESTIMONIO Y DEL PERJURIO",7019,Otros actos de fraude,alta,"El delito CNP se refiere al ejercicio ilegal de una profesión, lo que se alinea con la inclusión de 'ejercicio de un oficio o profesión sin licencia o sin estar registrado' en el código ICCS 7019. Además, la sección ICCS (Actos que conllevan fraude, engano o corrupción) es compatible con el marco legal del delito. No se aplican exclusiones que descarten este código.",
309,Usurpación de nombre,Fingir o simular tener el nombre que pertenece a otra persona.,"CONTRA LA FE PÚBLICA, DE LAS FALSIFICACIONES, DEL FALSO TESTIMONIO Y DEL PERJURIO",7023,Actos de falsificación de documentos,alta,"El delito CNP (usurpación de nombre) se ajusta a la definición de 'actos de falsificación de documentos' en el ICCS 7023, ya que implica fingir tener un nombre que pertenece a otra persona, lo cual puede considerarse una alteración de documentos o identidad. No se aplican exclusiones que descarten este código.",
310,Fingimiento de cargos o profesiones,Fingir autoridad o funcionario público y ejerciere actos propios de este cargo,"CONTRA LA FE PÚBLICA, DE LAS FALSIFICACIONES, DEL FALSO TESTIMONIO Y DEL PERJURIO",7033,Abuso de funciones,alta,"El delito CNP implica fingir autoridad y ejercer actos propios de un cargo público, lo cual se alinea con el abuso de funciones descrito en el ICCS 7033. No se aplican exclusiones relevantes que descarten este código.",
311,Falsificación de licencias médicas o pensiones,"Castiga al que incurra en alguna de las falsedades del artículo 193 en otorgamiento, obtención o tramitación de licencias médicas o declaraciones de invalidez, agravado en caso de ser un facultativo.","CONTRA LA FE PÚBLICA, DE LAS FALSIFICACIONES, DEL FALSO TESTIMONIO Y DEL PERJURIO",7023,Actos de falsificación de documentos,alta,"El delito CNP se refiere a la falsificación de licencias médicas o pensiones, lo cual se alinea con la falsificación de documentos. El código ICCS 7023 abarca la falsificación de documentos, incluyendo licencias médicas, y sus inclusiones coinciden con la descripción del delito. No se aplican exclusiones que descarten este código.",
312,"Falsificación de certificados por funcionarios públicos, privados y uso malicioso","Sanciona al empleado público que librare certificación falsa de méritos o servicios, de buena conducta, de pobreza, o de otras circunstancias semejantes de recomendación. Sanciona al que falsificare un documento de la clase designada en los dos artículos anteriores. Esta disposición es aplicable al que maliciosamente usare, con el mismo fin, de los documentos falsos. Sanciona al que falsificare certificados de funcionarios públicos que puedan comprometer intereses públicos o privados. También se castiga si el certificado ha sido falsificado por un particular.","CONTRA LA FE PÚBLICA, DE LAS FALSIFICACIONES, DEL FALSO TESTIMONIO Y DEL PERJURIO",7023,Actos de falsificación de documentos,alta,"El delito CNP se refiere a la falsificación de documentos, lo cual se alinea directamente con la glosa de 7023: 'Actos de falsificación de documentos'. La descripción del delito incluye la falsificación de certificados, lo que se ajusta a la definición de 7023. Además, las inclusiones de 7023 mencionan la falsificación de documentos, lo cual es compatible con el delito nacional. No se aplican exclusiones que descarten este código.",
399,"Otros delitos contra la fe pública, de las falsificaciones, del falso testimonio y del perjurio",Sin descripción,"CONTRA LA FE PÚBLICA, DE LAS FALSIFICACIONES, DEL FALSO TESTIMONIO Y DEL PERJURIO",8061,Obstrucción de la justicia,alta,"El delito CNP 399 se refiere a otros delitos contra la fe pública, falsificaciones, falso testimonio y perjurio. El código ICCS 8061 corresponde a la obstrucción de la justicia, que incluye el rendir testimonio falso o perjurio, lo cual coincide directamente con la glosa del delito CNP. Las exclusiones no descartan este código, y la sección ICCS (Actos contra el orden público, la autoridad y las disposiciones del Estado) es compatible con el marco jurídico del delito CNP.",
401,Anticipación y prolongación indebida de funciones pública,,CRÍMENES Y SIMPLES DELITOS COMETIDOS POR EMPLEADOS PÚBLICOS EN EL DESEMPEÑO DE SUS CARGOS,7033,Abuso de funciones,alta,"El delito CNP se describe como anticipación y prolongación indebida de funciones públicas, lo cual se alinea con la definición de 'Abuso de funciones' en el ICCS 7033, que abarca la realización u omisión de un acto en violación de la ley por parte de un funcionario público en el ejercicio de sus funciones. No se aplican exclusiones que descarten este código.",
402,Nombramientos ilegales,Empleado público que nombrare o propusiere para cargo público a persona que se encuentre afecta a inhabilidad legal que le impida ejercerlo.,COMETIDOS POR EMPLEADOS PÚBLICOS EN EL DESEMPEÑO DE SUS CARGOS,7033,Abuso de funciones,alta,"El delito CNP 402 se refiere a la nombración ilegal de personas inhabilitadas para ejercer cargos públicos. Este acto se enmarca en el abuso de funciones por parte de un funcionario público, lo cual se describe en el ICCS 7033. La sección ICCS correspondiente (Actos que conllevan fraude, engano o corrupción) es compatible con el marco legal del delito. No se aplican exclusiones que descarten este código.",
403,Usurpación de atribuciones de empleados públicos y judiciales,,CRÍMENES Y SIMPLES DELITOS COMETIDOS POR EMPLEADOS PÚBLICOS EN EL DESEMPEÑO DE SUS CARGOS,7033,Abuso de funciones,alta,"El delito CNP se refiere a la usurpación de atribuciones de empleados públicos, lo que se alinea con el abuso de funciones descrito en el ICCS 7033. Este código abarca la realización u omisión de un acto en violación de la ley por parte de un funcionario público en el ejercicio de sus funciones, lo cual coincide con el móvil del delito. No se aplican exclusiones que descarten este código.",
